globaleventid,sqldate,monthyear,year,fractiondate,actor1code,actor1name,actor1countrycode,actor1knowngroupcode,actor1ethniccode,actor1religion1code,actor1religion2code,actor1type1code,actor1type2code,actor1type3code,actor2code,actor2name,actor2countrycode,actor2knowngroupcode,actor2ethniccode,actor2religion1code,actor2religion2code,actor2type1code,actor2type2code,actor2type3code,isrootevent,eventcode,eventbasecode,eventrootcode,quadclass,goldsteinscale,nummentions,numsources,numarticles,avgtone,actor1geo_type,actor1geo_fullname,actor1geo_countrycode,actor1geo_adm1code,actor1geo_lat,actor1geo_long,actor1geo_featureid,actor2geo_type,actor2geo_fullname,actor2geo_countrycode,actor2geo_adm1code,actor2geo_lat,actor2geo_long,actor2geo_featureid,actiongeo_type,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_lat,actiongeo_long,actiongeo_featureid,dateadded,sourceurl,cameoeventcode,cameoevent,cameobaseeventcode,cameobaseevent,cameorooteventcode,cameorootevent
515253801,20160225,201602,2016,2016.1507,ISR,ISRAELI,ISR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,1,130,130,13,3,-4.4,2,1,2,-4.049640758,1,Israel,IS,IS,31.5,34.75,IS,1,United States,US,US,38,-97,US,1,United States,US,US,38,-97,US,20160225,"http://www.american-reporter.com/5,374/22.html",130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
515299610,20160225,201602,2016,2016.1507,IGOEUREEC,THE EU,EUR,EEC,,,,IGO,,,,,,,,,,,,,0,40,40,4,1,1,6,1,6,-0.789473684,1,Poland,PL,PL,52,20,PL,0,,,,,,,1,Poland,PL,PL,52,20,PL,20160225,http://www.ourwindsor.ca/opinion-story/6342780-james-laxer-david-cameron-s-historic-gamble-on-europe/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
517525984,20160303,201603,2016,2016.1726,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,40,40,4,1,1,4,1,4,0.718685832,3,"Upshur County, Texas, United States",US,USTX,32.7335,-94.9502,1384015,0,,,,,,,3,"Upshur County, Texas, United States",US,USTX,32.7335,-94.9502,1384015,20160303,http://www.news-journal.com/news/2016/mar/02/senate-district-1-contest-potential-subject-for-re/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
517545429,20160303,201603,2016,2016.1726,BUS,ENTREPRENEUR,,,,,,BUS,,,LVAGOV,LATVIAN,LVA,,,,,GOV,,,0,40,40,4,1,1,6,1,6,1.994301994,4,"Riga, Riga, Latvia",LG,LG25,56.95,24.1,-3212216,4,"Riga, Riga, Latvia",LG,LG25,56.95,24.1,-3212216,4,"Riga, Riga, Latvia",LG,LG25,56.95,24.1,-3212216,20160303,http://baltic-review.com/latvian-diaspora/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
525933564,20160331,201603,2016,2016.2493,USA,WASHINGTON,USA,,,,,,,,,,,,,,,,,,1,80,80,8,2,5,8,2,8,-1.512595592,1,Mexico,MX,MX,23,-102,MX,0,,,,,,,1,Mexico,MX,MX,23,-102,MX,20160331,http://www.myhighplains.com/news/border-patrol-union-endorses-trump-for-president,80,"Yield, not specified below ",80,"Yield, not specified below ",8,YIELD
530673370,20160414,201604,2016,2016.2849,CVL,VOTER,,,,,,CVL,,,,,,,,,,,,,1,40,40,4,1,1,6,1,6,0.95890411,3,"Miller Branch, Maryland, United States",US,USMD,38.171,-75.5452,585883,0,,,,,,,3,"Miller Branch, Maryland, United States",US,USMD,38.171,-75.5452,585883,20160414,http://www.baltimoresun.com/news/maryland/howard/ellicott-city/ph-ho-cf-early-voting-0421-20160414-story.html,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
532825737,20160421,201604,2016,2016.3041,COP,PRISON,,,,,,COP,,,GOVUAF,REGIME,,,,,,GOV,UAF,,1,80,80,8,2,5,80,8,80,-10.60190796,4,"Hasakeh, Al ?asakah, Syria",SY,SY01,36.5024,40.7477,-2538087,4,"Hasakeh, Al ?asakah, Syria",SY,SY01,36.5024,40.7477,-2538087,4,"Hasakeh, Al ?asakah, Syria",SY,SY01,36.5024,40.7477,-2538087,20160421,http://reliefweb.int/report/syrian-arab-republic/50-regime-forces-surrender-kurds-northeast-syria,80,"Yield, not specified below ",80,"Yield, not specified below ",8,YIELD
532936598,20160421,201604,2016,2016.3041,BUD,BUDDHIST,,,,BUD,,,,,BTN,BHUTAN,BTN,,,,,,,,1,40,40,4,1,1,8,1,4,2.247191011,4,"Thimphu, Thimphu, Bhutan",BT,BT20,27.4833,89.6,-2211419,4,"Thimphu, Thimphu, Bhutan",BT,BT20,27.4833,89.6,-2211419,4,"Thimphu, Thimphu, Bhutan",BT,BT20,27.4833,89.6,-2211419,20160421,http://www.bignewsnetwork.com/news/243382435/kate-middleton-and-prince-william-meet-with-buddhist-nun-from-kent-in-bhutan,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
541747851,20160519,201605,2016,2016.3808,KOR,SEOUL,KOR,,,,,,,,IRN,IRANIAN,IRN,,,,,,,,1,40,40,4,1,1,8,1,8,3,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,4,"Seoul, Soul-t'ukpyolsi, South Korea",KS,KS11,37.5664,127,-716583,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20160519,http://world.kbs.co.kr/english/news/news_Po_detail.htm?No=119108,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
542008465,20160519,201605,2016,2016.3808,OPP,ACTIVIST,,,,,,OPP,,,USA,BOSTON,USA,,,,,,,,0,40,40,4,1,1,1,1,1,-2.012578616,3,"Middlesex County, Massachusetts, United States",US,USMA,42.4998,-71.3328,606935,3,"Middlesex County, Massachusetts, United States",US,USMA,42.4998,-71.3328,606935,3,"Middlesex County, Massachusetts, United States",US,USMA,42.4998,-71.3328,606935,20160519,http://www.mirrorspectator.com/2016/05/19/adl-releases-statement-recognizing-armenian-genocide-support-for-us-recognition/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
546470633,20160602,201606,2016,2016.4164,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,1,84,84,8,2,7,10,1,10,0.692520776,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,25.0478,121.532,-2637882,0,,,,,,,4,"Taipei, T'ai-pei, Taiwan",TW,TW03,25.0478,121.532,-2637882,20160602,http://www.fudzilla.com/news/graphics/40809-evga-shows-off-geforce-gtx-1080-classified-and-hybrid-cards,84,"Return, release, not specified below",84,"Return, release, not specified below",8,YIELD
550805227,20160616,201606,2016,2016.4548,,,,,,,,,,,AFR,AFRICA,AFR,,,,,,,,1,130,130,13,3,-4.4,2,1,2,-6.005586592,0,,,,,,,1,United States,US,US,38,-97,US,1,United States,US,US,38,-97,US,20160616,http://www.byronnews.com.au/news/reeva-steenkamp-graphic-images-dead-body-released/3046135/,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
555364598,20160630,201606,2016,2016.4932,MDV,MALE,MDV,,,,,,,,,,,,,,,,,,1,80,80,8,2,5,20,1,10,-6.574394464,0,,,,,,,0,,,,,,,0,,,,,,,20160630,http://www.northjersey.com/news/crime-and-courts/newark-man-accused-of-two-armed-robberies-in-city-1.1624148,80,"Yield, not specified below ",80,"Yield, not specified below ",8,YIELD
423914114,20150409,201504,2015,2015.2712,EDU,PROFESSOR,,,,,,EDU,,,VEN,VENEZUELA,VEN,,,,,,,,1,40,40,4,1,1,2,1,2,0.097847358,4,"Cairo, Al Qahirah, Egypt",EG,EG11,30.05,31.25,-290692,4,"Cairo, Al Qahirah, Egypt",EG,EG11,30.05,31.25,-290692,4,"Cairo, Al Qahirah, Egypt",EG,EG11,30.05,31.25,-290692,20150409,http://nsnbc.me/2015/04/09/venezuela-to-re-open-controversial-coal-mines-for-chinese-development/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
425889050,20150416,201504,2015,2015.2904,GOV,MINIST,,,,,,GOV,,,FRA,FRANCE,FRA,,,,,,,,1,40,40,4,1,1,2,1,2,-5,1,Singapore,SN,SN,1.3667,103.8,SN,1,Canada,CA,CA,60,-95,CA,1,Singapore,SN,SN,1.3667,103.8,SN,20150416,http://www.todayonline.com/world/asia/g-7-voice-concern-over-unilateral-maritime-activities,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
429704407,20150430,201504,2015,2015.3288,GOVEDU,DEPARTMENT OF EDUCATION,,,,,,GOV,EDU,,,,,,,,,,,,0,40,40,4,1,1,1,1,1,-0.139275766,3,"Department Of Education, District of Columbia, United States",US,USDC,38.8862,-77.0183,530857,0,,,,,,,3,"Department Of Education, District of Columbia, United States",US,USDC,38.8862,-77.0183,530857,20150430,http://freepressonline.com/main.asp?SectionID=52&SubSectionID=78&ArticleID=38456,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
431338982,20150507,201505,2015,2015.3479,AUS,AUSTRALIA,AUS,,,,,,,,JUD,MAGISTRATE,,,,,,JUD,,,0,40,40,4,1,1,14,1,10,-0.481927711,1,Australia,AS,AS,-27,133,AS,1,Australia,AS,AS,-27,133,AS,1,Australia,AS,AS,-27,133,AS,20150507,http://www.radioaustralia.net.au/international/2015-05-07/chief-justice-tim-carmody-withdraws-from-hearing-legal-appeal-of-daniel-morcombes-convicted-killer/1444710,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
438506698,20150604,201506,2015,2015.4219,GRC,GREECE,GRC,,,,,,,,IGOBUSIMF,INTERNATIONAL MONETARY FUND,,IMF,,,,IGO,BUS,,1,130,130,13,3,-4.4,4,1,4,-3.302509908,3,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328,20150604,http://www.pappaspost.com/los-angeles-times-with-jobless-rate-above-50-disillusioned-greek-youths-becoming-a-lost-generation/,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
438551654,20150604,201506,2015,2015.4219,GOV,KING,,,,,,GOV,,,,,,,,,,,,,1,130,130,13,3,-4.4,8,1,8,1.315789474,1,Israel,IS,IS,31.5,34.75,IS,0,,,,,,,1,Israel,IS,IS,31.5,34.75,IS,20150604,http://spirituality.ucanews.com/2015/06/05/how-can-he-also-be-davids-son/,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
442023792,20150618,201506,2015,2015.4603,CRM,CRIMINAL,,,,,,CRM,,,COPMED,POLICE,,,,,,COP,MED,,1,84,84,8,2,7,20,2,20,-10.60606061,0,,,,,,,0,,,,,,,0,,,,,,,20150618,http://www.nhregister.com/general-news/20150618/man-breaks-2800-door-at-milford-business-for-2-bottles-of-soda-police-say,84,"Return, release, not specified below",84,"Return, release, not specified below",8,YIELD
447600440,20150702,201507,2015,2015.4986,GIN,CONAKRY,GIN,,,,,,,,GOV,AUTHORITIES,,,,,,GOV,,,1,130,130,13,3,-4.4,10,1,10,-13.31719128,1,Uganda,UG,UG,1,32,UG,1,Uganda,UG,UG,1,32,UG,1,Uganda,UG,UG,1,32,UG,20150709,http://www.cbsnews.com/news/senegal-closes-border-as-unprecedented-ebola-outbreak-in-guinea-spreads/,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
453714463,20140730,201407,2014,2014.5753,HRV,CROATIA,HRV,,,,,,,,AUT,AUSTRIA,AUT,,,,,,,,0,40,40,4,1,1,2,1,2,-2.112251056,4,"Skarzysko Kamienna, Swietokrzyskie, Poland",PL,PL84,51.1172,20.8957,-528193,1,Macedonia,MK,MK,41.8333,22,MK,4,"Skarzysko Kamienna, Swietokrzyskie, Poland",PL,PL84,51.1172,20.8957,-528193,20150730,http://thejewishweek.com/news/new-york/israels-restitution-arm-threatened,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
455537587,20150806,201508,2015,2015.5918,CHR,CHRISTIAN,,,,CHR,,,,,,,,,,,,,,,1,40,40,4,1,1,17,2,11,-2.393073486,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20150806,"http://www.american-reporter.com/5,229/298.html",40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
463453602,20150903,201509,2015,2015.6658,MNCUSAMED,GOOGLE,USA,,,,,MNC,MED,,,,,,,,,,,,1,84,84,8,2,7,30,3,30,2.167502643,1,China,CH,CH,35,105,CH,0,,,,,,,1,China,CH,CH,35,105,CH,20150903,http://www.extremetech.com/mobile/213345-google-may-announce-two-new-nexus-phones-on-september-29th,84,"Return, release, not specified below",84,"Return, release, not specified below",8,YIELD
463523514,20150903,201509,2015,2015.6658,COP,DEPUTY,,,,,,COP,,,JUD,FEDERAL JUDGE,,,,,,JUD,,,1,130,130,13,3,-4.4,2511,175,2511,-0.6274902,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,20150903,http://mynorthwest.com/15/2804733/The-Latest-Judge-warns-deputy-clerks-they-must-comply,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
422294938,20150402,201504,2015,2015.2521,BRA,BRAZIL,BRA,,,,,,,,AGO,ANGOLA,AGO,,,,,,,,1,40,40,4,1,1,4,1,4,2.409652546,1,Brazil,BR,BR,-10,-55,BR,1,United States,US,US,38,-97,US,4,"Luanda, Luanda, Angola",AO,AO10,-8.83833,13.2344,-2866283,20150402,"http://www.portalangop.co.ao/angola/en_us/noticias/politica/2015/3/14/Brazilian-Foreign-Minister-ends-visit-Angola,361c7481-1099-40cb-8f75-2ad1385b867b.html",40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
422404896,20150402,201504,2015,2015.2521,COP,PRISON,,,,,,COP,,,,,,,,,,,,,0,84,84,8,2,7,1,1,1,-4.174664107,3,"Woodbourne, New York, United States",US,USNY,41.7598,-74.594,971607,0,,,,,,,3,"Woodbourne, New York, United States",US,USNY,41.7598,-74.594,971607,20150402,http://prisonaction.blogspot.com/2015/04/dear-reader-next-month-building-bridges.html,84,"Return, release, not specified below",84,"Return, release, not specified below",8,YIELD
469918804,20150924,201509,2015,2015.7233,CHN,CHINESE,CHN,,,,,,,,CHNGOV,HU JINTAO,CHN,,,,,GOV,,,1,40,40,4,1,1,4,1,4,0.696055684,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20150924,http://www.defenseone.com/ideas/2015/09/how-chinas-generals-already-gamed-xis-meeting-obama/121904/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
474352125,20151008,201510,2015,2015.7616,,,,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,40,40,4,1,1,10,1,10,5.936073059,0,,,,,,,4,"Tokyo, Tokyo, Japan",JA,JA40,35.685,139.751,-246227,4,"Tokyo, Tokyo, Japan",JA,JA40,35.685,139.751,-246227,20151008,http://www.prlog.org/12500571-john-bollinger-receives-the-ifta-lifetime-achievement-award.html,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
431381357,20150507,201505,2015,2015.3479,MIL,SERVICEMEN,,,,,,MIL,,,,,,,,,,,,,0,80,80,8,2,5,2,1,2,-1.700680272,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,0,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20150507,http://www.huffingtonpost.ca/2015/05/07/ve-day-how-it-unfolded-_n_7230114.html,80,"Yield, not specified below ",80,"Yield, not specified below ",8,YIELD
434880121,20150514,201505,2015,2015.3671,,,,,,,,,,,GOV,TRADE MINIST,,,,,,GOV,,,1,40,40,4,1,1,10,1,10,0.787401575,0,,,,,,,1,New Zealand,NZ,NZ,-41,174,NZ,1,New Zealand,NZ,NZ,-41,174,NZ,20150521,http://www.newstalkzb.co.nz/news/national/trade-ministers-tppa-meeting-called-off/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
481941163,20151105,201511,2015,2015.8356,GOV,MINIST,,,,,,GOV,,,,,,,,,,,,,1,130,130,13,3,-4.4,3,1,3,-2.606635071,1,Kenya,KE,KE,1,38,KE,0,,,,,,,1,Kenya,KE,KE,1,38,KE,20151105,http://www.kenya-today.com/opinion/cs-waiguru-troubles-cost-dp-ruto-urp-dearly-cs-rotich-fixed,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
435134775,20150521,201505,2015,2015.3863,USA,CHICAGO,USA,,,,,,,,,,,,,,,,,,1,174,174,17,4,-5,1,1,1,-10.52631579,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,0,,,,,,,3,"Bremer County, Iowa, United States",US,USIA,42.7666,-92.3168,465198,20150521,http://kimt.com/2015/05/21/iowa-criminal-charges-piling-up-against-chicago-man/,174,Expel or deport individuals,174,Expel or deport individuals,17,COERCE
436688714,20150528,201505,2015,2015.4055,RUS,RUSSIA,RUS,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,40,40,4,1,1,2,1,2,-1.061007958,4,"Pyongyang, P'yongyang-si, North Korea",KN,KN12,39.0194,125.755,-183459,1,China,CH,CH,35,105,CH,2,"California, United States",US,USCA,36.17,-119.746,CA,20150528,"Kyodo News Service, Tokyo/BBC Monitoring/(c) BBC",40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
486230396,20151119,201511,2015,2015.874,CAN,CANADA,CAN,,,,,,,,USAGOV,BARACK OBAMA,USA,,,,,GOV,,,1,40,40,4,1,1,167,45,163,-2.774394876,1,Canada,CA,CA,60,-95,CA,1,Canada,CA,CA,60,-95,CA,1,Canada,CA,CA,60,-95,CA,20151119,http://www.msn.com/en-ca/news/canada/canada-promises-france-a-robust-contribution-in-anti-isis-coalition/ar-BBn903n,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
443832281,20150625,201506,2015,2015.4795,USA,NEW YORK,USA,,,,,,,,IGOUNO,THE UN,,UNO,,,,IGO,,,0,40,40,4,1,1,1,1,1,6.201550388,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,1,South Korea,KS,KS,37,127.5,KS,1,South Korea,KS,KS,37,127.5,KS,20150625,http://www.bahamaislandsinfo.com/index.php?option=com_content&view=article&id=21337:19th-conference-of-commonwealth-education-ministers-ministerial-meetings-begin&catid=34:Bahamas%20National%20News&Itemid=147,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
493081569,20151210,201512,2015,2015.9315,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,1,84,84,8,2,7,8,2,8,4.579009219,3,"Department Of Education, District of Columbia, United States",US,USDC,38.8862,-77.0183,530857,0,,,,,,,3,"Department Of Education, District of Columbia, United States",US,USDC,38.8862,-77.0183,530857,20151210,http://www.benzinga.com/pressreleases/15/12/p6038259/comprehensive-education-technology-plan-produced-by-the-american-instit,84,"Return, release, not specified below",84,"Return, release, not specified below",8,YIELD
495218875,20151217,201512,2015,2015.9507,SAU,SAUDI ARABIA,SAU,,,,,,,,CVL,COMMUNITY,,,,,,CVL,,,1,40,40,4,1,1,4,1,4,-6.318681319,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,24.6408,46.7728,-3093009,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,24.6408,46.7728,-3093009,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,24.6408,46.7728,-3093009,20151217,http://english.aawsat.com/2015/12/article55345878/ahmed-al-jarwan-to-asharq-al-awsat-the-islamic-coalition-against-sectarianism-targets-terrorism,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
451577347,20150723,201507,2015,2015.5562,CVL,CITIZEN,,,,,,CVL,,,,,,,,,,,,,1,130,130,13,3,-4.4,5,1,5,-4.086021505,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,0,,,,,,,4,"Kuala Lumpur, Kuala Lumpur, Malaysia",MY,MY14,3.16667,101.7,-2403010,20150723,http://www.freemalaysiatoday.com/category/nation/2015/07/23/stop-malaysia-from-becoming-a-banana-republic/,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
451664171,20150723,201507,2015,2015.5562,NGOUSA,ARMENIAN ASSEMBLY OF AMERICA,USA,,,,,NGO,,,GOV,MINIST OF FOREIGN AFFAIRS,,,,,,GOV,,,1,40,40,4,1,1,1,1,1,-1.162790698,1,Armenia,AM,AM,40,45,AM,1,Armenia,AM,AM,40,45,AM,1,Armenia,AM,AM,40,45,AM,20150723,http://news.am/eng/news/278298.html,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
453754366,20150730,201507,2015,2015.5753,USA,UNITED STATES,USA,,,,,,,,PTY,DEMOCRATIC PARTY,,,,,,,,,0,40,40,4,1,1,4,1,4,-0.806451613,3,"Philadelphia, Pennsylvania, United States",US,USPA,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,39.9523,-75.1638,1209052,3,"Philadelphia, Pennsylvania, United States",US,USPA,39.9523,-75.1638,1209052,20150730,http://kron4.com/ap/gops-chairman-doesnt-expect-trump-third-party-candidacy/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
455458413,20150806,201508,2015,2015.5918,ISRBUS,ISRAEL,ISR,,,,,BUS,,,MNCUSA,BOEING,USA,,,,,MNC,,,1,40,40,4,1,1,12,2,12,1.875,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,4,"Toronto, Ontario, Canada",CA,CA08,43.6667,-79.4167,-574890,20150806,http://jpupdates.com/2015/08/05/el-al-in-talks-with-boeing-to-buy-advanced-dreamliner-aircraft/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
523974357,20160324,201603,2016,2016.2301,SYRGOV,BASHAR AL ASSAD,SYR,,,,,GOV,,,EUR,EUROPE,EUR,,,,,,,,0,40,40,4,1,1,10,1,10,-3.614457831,1,Syria,SY,SY,35,38,SY,1,Syria,SY,SY,35,38,SY,1,Syria,SY,SY,35,38,SY,20160324,http://english.cntv.cn/2016/03/24/VIDE34xscZKr2O4HLnzDnfLq160324.shtml,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
471930281,20151001,201510,2015,2015.7425,MYS,MALAYSIA,MYS,,,,,,,,NLD,NETHERLANDS,NLD,,,,,,,,0,40,40,4,1,1,1,1,1,-3.043246129,4,"Hilversum, Noord-Holland, Netherlands",NL,NL07,52.2319,5.17988,-2146221,4,"Hilversum, Noord-Holland, Netherlands",NL,NL07,52.2319,5.17988,-2146221,4,"Hilversum, Noord-Holland, Netherlands",NL,NL07,52.2319,5.17988,-2146221,20151001,http://www.nakedcapitalism.com/2015/10/john-helmer-m17-why-the-investigation-will-never-end-the-evidence-never-seen.html,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
530487460,20160414,201604,2016,2016.2849,LEG,SENATE,,,,,,LEG,,,GOV,GOVERNMENT,,,,,,GOV,,,1,40,40,4,1,1,10,1,10,0.977198697,5,"Federally Administered Tribal Areas, Federally Administered Tribal Areas, Pakistan",PK,PK01,33.0145,69.9992,-2760141,5,"Federally Administered Tribal Areas, Federally Administered Tribal Areas, Pakistan",PK,PK01,33.0145,69.9992,-2760141,5,"Federally Administered Tribal Areas, Federally Administered Tribal Areas, Pakistan",PK,PK01,33.0145,69.9992,-2760141,20160414,http://www.brecorder.com/pakistan/politics-a-policy/290515-senate-body-discusses-24-demands-of-kpk-government.html,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
476413099,20151015,201510,2015,2015.7808,,,,,,,,,,,IGOEUREEC,EUROPEAN COMMISSION,EUR,EEC,,,,IGO,,,0,40,40,4,1,1,10,1,10,-1.477377655,0,,,,,,,1,United Kingdom,UK,UK,54,-2,UK,1,United Kingdom,UK,UK,54,-2,UK,20151015,http://www.out-law.com/en/articles/2015/october/regulatory-interventions-in-platforms-market-should-be-linked-to-consumer-harm-says-uk-authority/,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
535028787,20160428,201604,2016,2016.3233,NGA,NIGERIA,NGA,,,,,,,,NGAGOV,NIGERIA,NGA,,,,,GOV,,,1,40,40,4,1,1,39,6,39,-1.252198359,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,9.08333,7.53333,-1997013,4,"Abuja, Abuja Federal Capital Territory, Nigeria",NI,NI11,9.08333,7.53333,-1997013,20160428,http://allafrica.com/stories/201604280019.html,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
541985005,20160519,201605,2016,2016.3808,GBR,UNITED KINGDOM,GBR,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,130,130,13,3,-4.4,4,1,4,1.736111111,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,20160519,http://www.heraldscotland.com/news/14505012.UK_minister_points_to_driverless_car_future_for_Britain/,130,"Threaten, not specified below",130,"Threaten, not specified below",13,THREATEN
544351708,20160526,201605,2016,2016.4,,,,,,,,,,,GOV,FINANCE MINIST,,,,,,GOV,,,0,40,40,4,1,1,1,1,1,2.586872587,0,,,,,,,4,"Vanhanen, Northern Ostrobothnia, Finland",FI,FI31,65.35,28.4,-1391007,4,"Helsinki, Eteläuomen Läi, Finland",FI,FI13,60.1756,24.9342,-1364995,20160526,http://europa.eu/rapid/press-release_MEX-16-1928_en.htm,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
484219294,20151112,201511,2015,2015.8548,IRN,IRAN,IRN,,,,,,,,RUS,RUSSIA,RUS,,,,,,,,0,80,80,8,2,5,1,1,1,-7.531380753,1,China,CH,CH,35,105,CH,1,China,CH,CH,35,105,CH,1,Iran,IR,IR,32,53,IR,20151112,http://www.ncr-iran.org/en/ncri-statements/president-elect/19461-maryam-rajavi-andre-glucksmann-was-the-voice-of-humanity-s-betrayed-conscience-against-appeasement-of-dictators,80,"Yield, not specified below ",80,"Yield, not specified below ",8,YIELD
484323289,20151112,201511,2015,2015.8548,,,,,,,,,,,FIN,FINN,FIN,,,,,,,,1,84,84,8,2,7,10,1,10,-1.4,0,,,,,,,0,,,,,,,0,,,,,,,20151112,http://www.crewechronicle.co.uk/news/crewe-south-cheshire-news/toddler-suffers-facial-burns-bonfire-10435262,84,"Return, release, not specified below",84,"Return, release, not specified below",8,YIELD
488766587,20151126,201511,2015,2015.8932,UKR,UKRAINE,UKR,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,40,40,4,1,1,20,1,20,2.5,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,4,"Kyiv, Kyyiv, Misto, Ukraine",UP,UP12,50.4333,30.5167,-1044367,20151126,http://en.interfax.com.ua/news/economic/307088.html,40,"Consult, not specified below",40,"Consult, not specified below",4,CONSULT
